n_packets,FlowID,SourceAddress,DestinationAddress,TxBytes,RxBytes,TxPackets,RxPackets,start time, stop time, duration, Throughput_Mbps,OfferedLoad_Mbps,QueueLen_pkts,MeanDelay_ms
44,3,10.1.1.2,10.1.1.3,48,48,1,1,1.018913,1.018913,0.000000,0.000000,0.360448,0.530233,4.000000
44,4,10.1.1.2,10.1.1.1,48,48,1,1,1.015070,1.015070,0.000000,0.000000,0.360448,0.530233,1.000000
44,5,10.1.1.3,10.1.1.2,30,30,1,1,1.027272,1.027272,0.000000,0.000000,0.360448,0.530233,8.000000
45,1,10.1.1.2,10.1.1.1,900512,900512,856,856,1.007321,20.005100,18.997778,0.379207,0.368640,0.902326,5.000000
45,2,10.1.1.3,10.1.1.1,899460,899460,855,855,1.045259,19.998297,18.953038,0.379658,0.368640,0.902326,10.000000
45,3,10.1.1.2,10.1.1.3,48,48,1,1,1.020393,1.020393,0.000000,0.000000,0.368640,0.902326,9.000000
45,4,10.1.1.2,10.1.1.1,48,48,1,1,1.012070,1.012070,0.000000,0.000000,0.368640,0.902326,1.000000
45,5,10.1.1.3,10.1.1.2,30,30,1,1,1.034235,1.034235,0.000000,0.000000,0.368640,0.902326,13.000000
46,1,10.1.1.2,10.1.1.1,920500,920500,875,875,1.031570,20.005098,18.973528,0.388120,0.376832,0.697674,5.000000
46,2,10.1.1.1,10.1.1.2,48,48,1,1,1.011188,1.011188,0.000000,0.000000,0.376832,0.697674,8.000000
46,3,10.1.1.3,10.1.1.1,919448,872108,874,829,2.044870,19.998795,17.953925,0.388598,0.376832,0.697674,13.000000
46,4,10.1.1.2,10.1.1.3,48,48,1,1,1.021988,1.021988,0.000000,0.000000,0.376832,0.697674,9.000000
46,5,10.1.1.2,10.1.1.1,48,48,1,1,1.033157,1.033157,0.000000,0.000000,0.376832,0.697674,20.000000
46,6,10.1.1.3,10.1.1.2,30,30,1,1,2.033865,2.033865,0.000000,0.000000,0.376832,0.697674,1011.000000
47,1,10.1.1.2,10.1.1.1,939436,939436,893,893,1.013313,19.983818,18.970506,0.396167,0.385024,0.627907,5.000000
47,2,10.1.1.3,10.1.1.1,939436,939436,893,893,1.059453,19.999242,18.939789,0.396809,0.385024,0.627907,10.000000
47,3,10.1.1.2,10.1.1.3,48,48,1,1,1.028807,1.028807,0.000000,0.000000,0.385024,0.627907,13.000000
47,4,10.1.1.2,10.1.1.1,48,48,1,1,1.016061,1.016061,0.000000,0.000000,0.385024,0.627907,1.000000
47,5,10.1.1.3,10.1.1.2,30,30,1,1,1.042907,1.042907,0.000000,0.000000,0.385024,0.627907,14.000000
48,1,10.1.1.2,10.1.1.1,960476,960476,913,913,1.016931,20.005158,18.988227,0.404662,0.393216,0.720930,5.000000
48,2,10.1.1.3,10.1.1.1,959424,947852,912,901,1.294493,19.999695,18.705202,0.405385,0.393216,0.720930,11.000000
48,3,10.1.1.2,10.1.1.3,48,48,1,1,1.271247,1.271247,0.000000,0.000000,0.393216,0.720930,10.000000
48,4,10.1.1.2,10.1.1.1,48,48,1,1,1.262063,1.262063,0.000000,0.000000,0.393216,0.720930,1.000000
48,5,10.1.1.3,10.1.1.2,30,30,1,1,1.283648,1.283648,0.000000,0.000000,0.393216,0.720930,12.000000
49,1,10.1.1.2,10.1.1.1,980464,980464,932,932,1.013222,20.006453,18.993231,0.412974,0.401408,0.800000,5.000000
49,2,10.1.1.3,10.1.1.1,979412,979412,931,931,1.056221,20.000120,18.943900,0.413605,0.401408,0.800000,10.000000
49,3,10.1.1.2,10.1.1.3,48,48,1,1,1.019994,1.019994,0.000000,0.000000,0.401408,0.800000,5.000000
49,4,10.1.1.2,10.1.1.1,48,48,1,1,1.015871,1.015871,0.000000,0.000000,0.401408,0.800000,1.000000
49,5,10.1.1.3,10.1.1.2,30,30,1,1,1.035415,1.035415,0.000000,0.000000,0.401408,0.800000,15.000000
50,1,10.1.1.2,10.1.1.1,999400,999400,950,950,1.008221,19.986182,18.977960,0.421289,0.409600,0.925581,6.000000
50,2,10.1.1.3,10.1.1.1,999400,986776,950,938,1.307458,20.000526,18.693068,0.422307,0.409600,0.925581,11.000000
50,3,10.1.1.2,10.1.1.3,48,48,1,1,1.270620,1.270620,0.000000,0.000000,0.409600,0.925581,10.000000
50,4,10.1.1.2,10.1.1.1,48,48,1,1,1.261074,1.261074,0.000000,0.000000,0.409600,0.925581,1.000000
50,5,10.1.1.3,10.1.1.2,30,30,1,1,1.276999,1.276999,0.000000,0.000000,0.409600,0.925581,6.000000
51,1,10.1.1.2,10.1.1.1,1020440,1020440,970,970,1.010413,20.006639,18.996227,0.429744,0.417792,0.823256,6.000000
51,2,10.1.1.3,10.1.1.1,1019388,1019388,969,969,1.061884,20.000917,18.939033,0.430598,0.417792,0.823256,10.000000
51,3,10.1.1.2,10.1.1.3,48,48,1,1,1.028567,1.028567,0.000000,0.000000,0.417792,0.823256,11.000000
51,4,10.1.1.2,10.1.1.1,48,48,1,1,1.018061,1.018061,0.000000,0.000000,0.417792,0.823256,1.000000
51,5,10.1.1.3,10.1.1.2,30,30,1,1,1.036746,1.036746,0.000000,0.000000,0.417792,0.823256,8.000000
52,1,10.1.1.2,10.1.1.1,1040428,1040428,989,989,1.014382,20.007013,18.992631,0.438245,0.425984,0.916279,7.000000
52,2,10.1.1.3,10.1.1.1,1039376,1039376,988,988,1.059234,20.001290,18.942056,0.438971,0.425984,0.916279,10.000000
52,3,10.1.1.2,10.1.1.3,96,96,2,2,1.028328,14.039300,13.010972,0.000059,0.425984,0.916279,5.000000
52,4,10.1.1.2,10.1.1.1,96,96,2,2,1.019062,14.040947,13.021885,0.000059,0.425984,0.916279,1.000000
52,5,10.1.1.3,10.1.1.2,60,60,2,2,1.048249,14.042301,12.994052,0.000037,0.425984,0.916279,11.000000
53,1,10.1.1.2,10.1.1.1,1059364,1059364,1007,1007,1.016413,19.988287,18.971875,0.446709,0.434176,0.832558,7.000000
53,2,10.1.1.3,10.1.1.1,1059364,1059364,1007,1007,1.059991,20.001651,18.941660,0.447422,0.434176,0.832558,10.000000
53,3,10.1.1.2,10.1.1.3,48,48,1,1,1.036785,1.036785,0.000000,0.000000,0.434176,0.832558,11.000000
53,4,10.1.1.2,10.1.1.1,48,48,1,1,1.026622,1.026622,0.000000,0.000000,0.434176,0.832558,1.000000
53,5,10.1.1.3,10.1.1.2,30,30,1,1,1.048927,1.048927,0.000000,0.000000,0.434176,0.832558,12.000000
54,1,10.1.1.2,10.1.1.1,1079352,1079352,1026,1026,1.007293,19.989211,18.981918,0.454897,0.442368,0.911628,7.000000
54,2,10.1.1.3,10.1.1.1,1079352,1079352,1026,1026,1.067899,20.002015,18.934115,0.456045,0.442368,0.911628,10.000000
54,3,10.1.1.2,10.1.1.3,48,48,1,1,1.027267,1.027267,0.000000,0.000000,0.442368,0.911628,10.000000
54,4,10.1.1.2,10.1.1.1,48,48,1,1,1.018061,1.018061,0.000000,0.000000,0.442368,0.911628,1.000000
54,5,10.1.1.3,10.1.1.2,30,30,1,1,1.042437,1.042437,0.000000,0.000000,0.442368,0.911628,15.000000
55,1,10.1.1.2,10.1.1.1,1100392,1100392,1046,1046,1.015273,20.007830,18.992557,0.463505,0.450560,0.920930,8.000000
55,2,10.1.1.3,10.1.1.1,1099340,1099340,1045,1045,1.068427,20.002347,18.933919,0.464495,0.450560,0.920930,11.000000
55,3,10.1.1.2,10.1.1.3,48,48,1,1,1.027167,1.027167,0.000000,0.000000,0.450560,0.920930,10.000000
55,4,10.1.1.2,10.1.1.1,48,48,1,1,1.017801,1.017801,0.000000,0.000000,0.450560,0.920930,1.000000
55,5,10.1.1.3,10.1.1.2,30,30,1,1,1.038366,1.038366,0.000000,0.000000,0.450560,0.920930,11.000000
56,1,10.1.1.2,10.1.1.1,1119328,1119328,1064,1064,1.013302,19.990538,18.977236,0.471861,0.458752,0.920930,8.000000
56,2,10.1.1.3,10.1.1.1,1119328,1119328,1064,1064,1.065235,20.002662,18.937426,0.472853,0.458752,0.920930,11.000000
56,3,10.1.1.2,10.1.1.3,192,192,4,4,1.028297,17.421616,16.393318,0.000094,0.458752,0.920930,4.000000
56,4,10.1.1.2,10.1.1.1,144,144,3,3,1.017062,17.024155,16.007093,0.000072,0.458752,0.920930,3.000000
56,5,10.1.1.3,10.1.1.2,90,90,3,3,1.035056,17.428512,16.393456,0.000044,0.458752,0.920930,140.000000
57,1,10.1.1.2,10.1.1.1,1139316,1139316,1083,1083,1.012433,19.991170,18.978738,0.480249,0.466944,0.990698,8.000000
57,2,10.1.1.3,10.1.1.1,1139316,1139316,1083,1083,1.056043,20.002974,18.946931,0.481056,0.466944,0.990698,11.000000
57,3,10.1.1.2,10.1.1.3,96,96,2,2,1.027217,15.030754,14.003537,0.000055,0.466944,0.990698,7.000000
57,4,10.1.1.2,10.1.1.1,96,96,2,2,1.014941,15.033634,14.018693,0.000055,0.466944,0.990698,2.000000
57,5,10.1.1.3,10.1.1.2,60,60,2,2,1.044939,15.032168,13.987229,0.000034,0.466944,0.990698,9.000000
58,1,10.1.1.2,10.1.1.1,1160356,1160356,1103,1103,1.010433,20.008798,18.998365,0.488613,0.475136,1.325581,9.000000
58,2,10.1.1.3,10.1.1.1,1159304,1159304,1102,1102,1.067781,20.003275,18.935494,0.489791,0.475136,1.325581,11.000000
58,3,10.1.1.2,10.1.1.3,48,48,1,1,1.033207,1.033207,0.000000,0.000000,0.475136,1.325581,9.000000
58,4,10.1.1.2,10.1.1.1,48,48,1,1,1.024904,1.024904,0.000000,0.000000,0.475136,1.325581,1.000000
58,5,10.1.1.3,10.1.1.2,30,30,1,1,1.048166,1.048166,0.000000,0.000000,0.475136,1.325581,14.000000
59,1,10.1.1.2,10.1.1.1,1179292,1179292,1121,1121,1.011213,19.992136,18.980924,0.497043,0.483328,1.306977,10.000000
59,2,10.1.1.3,10.1.1.1,1179292,1179292,1121,1121,1.065754,20.003580,18.937826,0.498174,0.483328,1.306977,13.000000
59,3,10.1.1.2,10.1.1.3,48,48,1,1,1.025867,1.025867,0.000000,0.000000,0.483328,1.306977,12.000000
59,4,10.1.1.2,10.1.1.1,48,48,1,1,1.014061,1.014061,0.000000,0.000000,0.483328,1.306977,1.000000
59,5,10.1.1.3,10.1.1.2,30,30,1,1,1.045669,1.045669,0.000000,0.000000,0.483328,1.306977,19.000000
60,1,10.1.1.2,10.1.1.1,1199280,1199280,1140,1140,1.008301,19.993078,18.984777,0.505365,0.491520,2.023256,16.000000
60,2,10.1.1.3,10.1.1.1,1199280,1199280,1140,1140,1.053573,20.009745,18.956172,0.506128,0.491520,2.023256,28.000000
60,3,10.1.1.2,10.1.1.3,48,48,1,1,1.016193,1.016193,0.000000,0.000000,0.491520,2.023256,5.000000
60,4,10.1.1.2,10.1.1.1,48,48,1,1,1.012070,1.012070,0.000000,0.000000,0.491520,2.023256,1.000000
60,5,10.1.1.3,10.1.1.2,30,30,1,1,1.028535,1.028535,0.000000,0.000000,0.491520,2.023256,12.000000
61,1,10.1.1.2,10.1.1.1,1219268,1175084,1159,1117,1.007361,20.025616,19.018255,0.494297,0.499712,32.669767,255.000000
61,2,10.1.1.3,10.1.1.1,1219268,1135108,1159,1079,1.074818,20.404785,19.329967,0.469782,0.499712,32.669767,342.000000
61,3,10.1.1.2,10.1.1.3,1016,896,24,21,1.033236,19.943313,18.910077,0.000379,0.499712,32.669767,240.000000
61,4,10.1.1.2,10.1.1.1,280,232,6,5,1.024093,19.941867,18.917774,0.000098,0.499712,32.669767,190.000000
61,5,10.1.1.3,10.1.1.2,150,120,5,4,1.045417,20.353627,19.308210,0.000050,0.499712,32.669767,110.000000
61,6,10.1.1.1,10.1.1.2,336,336,7,7,15.520445,18.740095,3.219650,0.000835,0.499712,32.669767,50.000000
62,1,10.1.1.2,10.1.1.1,1240308,1074092,1179,1021,1.011261,20.118566,19.107305,0.449709,0.507904,47.311628,330.000000
62,2,10.1.1.3,10.1.1.1,1239256,861588,1178,819,1.072881,20.076503,19.003621,0.362705,0.507904,47.311628,461.000000
62,3,10.1.1.2,10.1.1.3,5648,5368,138,131,1.041489,20.121578,19.080089,0.002251,0.507904,47.311628,178.000000
62,4,10.1.1.2,10.1.1.1,480,288,10,6,1.023633,18.403690,17.380058,0.000133,0.507904,47.311628,219.000000
62,5,10.1.1.3,10.1.1.2,300,270,10,9,1.053487,18.652906,17.599418,0.000123,0.507904,47.311628,120.000000
62,6,10.1.1.1,10.1.1.2,1200,1152,25,24,10.657267,17.725594,7.068327,0.001304,0.507904,47.311628,13.000000
63,1,10.1.1.2,10.1.1.1,1259244,853172,1197,811,1.014273,18.715286,17.701013,0.385592,0.516096,66.786047,377.000000
63,2,10.1.1.3,10.1.1.1,1259244,560716,1197,533,1.068687,18.571796,17.503109,0.256282,0.516096,66.786047,699.000000
63,3,10.1.1.2,10.1.1.3,6608,4440,160,107,1.031649,18.722322,17.690673,0.002008,0.516096,66.786047,200.000000
63,4,10.1.1.2,10.1.1.1,664,424,14,9,1.024535,16.989825,15.965290,0.000212,0.516096,66.786047,262.000000
63,5,10.1.1.3,10.1.1.2,492,492,14,14,1.043730,18.770806,17.727076,0.000222,0.516096,66.786047,200.000000
63,6,10.1.1.1,10.1.1.2,2496,2448,52,51,5.685378,18.723728,13.038350,0.001502,0.516096,66.786047,66.000000
64,1,10.1.1.2,10.1.1.1,1279232,1038324,1216,987,1.011222,20.081182,19.069960,0.435585,0.524288,43.246512,290.000000
64,2,10.1.1.3,10.1.1.1,1279232,669072,1216,636,1.069119,20.501934,19.432815,0.275440,0.524288,43.246512,571.000000
64,3,10.1.1.2,10.1.1.3,5072,4184,123,101,1.025137,19.872569,18.847432,0.001776,0.524288,43.246512,221.000000
64,4,10.1.1.2,10.1.1.1,648,512,14,11,1.014071,19.874016,18.859945,0.000217,0.524288,43.246512,242.000000
64,5,10.1.1.3,10.1.1.2,378,348,12,11,1.042909,19.875490,18.832580,0.000148,0.524288,43.246512,121.000000
64,6,10.1.1.1,10.1.1.2,1536,1536,32,32,6.765952,17.064561,10.298609,0.001193,0.524288,43.246512,17.000000
65,1,10.1.1.2,10.1.1.1,1300272,1174032,1236,1116,1.015441,20.356273,19.340832,0.485618,0.532480,43.781395,293.000000
65,2,10.1.1.3,10.1.1.1,1299220,810040,1235,770,1.066163,20.686951,19.620787,0.330278,0.532480,43.781395,637.000000
65,3,10.1.1.2,10.1.1.3,3704,3256,89,78,1.038379,20.338313,19.299935,0.001350,0.532480,43.781395,164.000000
65,4,10.1.1.2,10.1.1.1,656,560,14,12,1.023593,20.556283,19.532690,0.000229,0.532480,43.781395,174.000000
65,5,10.1.1.3,10.1.1.2,360,330,12,11,1.049757,20.339647,19.289890,0.000137,0.532480,43.781395,173.000000
65,6,10.1.1.1,10.1.1.2,1152,1104,24,23,6.428878,18.330179,11.901301,0.000742,0.532480,43.781395,163.000000
66,1,10.1.1.2,10.1.1.1,1320260,896304,1255,852,1.009282,20.284792,19.275510,0.371997,0.540672,61.130233,381.000000
66,2,10.1.1.3,10.1.1.1,1319208,555456,1254,528,1.088637,21.071200,19.982563,0.222376,0.540672,61.130233,791.000000
66,3,10.1.1.2,10.1.1.3,8896,7440,215,179,1.039271,21.013408,19.974138,0.002980,0.540672,61.130233,203.000000
66,4,10.1.1.2,10.1.1.1,1024,744,22,16,1.024085,21.072726,20.048642,0.000297,0.540672,61.130233,186.000000
66,5,10.1.1.3,10.1.1.2,702,612,21,18,1.056892,21.049150,19.992258,0.000245,0.540672,61.130233,174.000000
66,6,10.1.1.1,10.1.1.2,3264,3216,68,67,2.918291,20.947301,18.029010,0.001427,0.540672,61.130233,12.000000
67,1,10.1.1.2,10.1.1.1,1340248,1025700,1274,975,1.016242,20.322952,19.306710,0.425013,0.548864,52.455814,320.000000
67,2,10.1.1.3,10.1.1.1,1339196,649084,1273,617,2.061945,20.899917,18.837973,0.275649,0.548864,52.455814,660.000000
67,3,10.1.1.2,10.1.1.3,9648,8848,236,216,1.029308,20.738191,19.708883,0.003591,0.548864,52.455814,159.000000
67,4,10.1.1.2,10.1.1.1,896,656,19,14,1.025505,21.722401,20.696896,0.000254,0.548864,52.455814,134.000000
67,5,10.1.1.3,10.1.1.2,672,672,20,20,2.041989,20.732970,18.690981,0.000288,0.548864,52.455814,216.000000
67,6,10.1.1.1,10.1.1.2,2382,2334,50,49,6.612601,21.720927,15.108325,0.001236,0.548864,52.455814,94.000000
68,1,10.1.1.2,10.1.1.1,1360236,1134056,1293,1078,1.014501,20.492114,19.477613,0.465789,0.557056,56.651163,302.000000
68,2,10.1.1.3,10.1.1.1,1359184,769012,1292,731,1.068118,20.696335,19.628217,0.313431,0.557056,56.651163,660.000000
68,3,10.1.1.2,10.1.1.3,9872,9184,240,223,1.027406,20.586760,19.559354,0.003756,0.557056,56.651163,257.000000
68,4,10.1.1.2,10.1.1.1,1136,1040,24,22,1.022533,20.716713,19.694181,0.000422,0.557056,56.651163,210.000000
68,5,10.1.1.3,10.1.1.2,840,750,25,22,1.041147,20.458559,19.417411,0.000309,0.557056,56.651163,270.000000
68,6,10.1.1.1,10.1.1.2,2286,2286,48,48,4.281817,20.880171,16.598355,0.001102,0.557056,56.651163,41.000000
69,1,10.1.1.2,10.1.1.1,1379172,977308,1311,929,1.007233,20.019944,19.012711,0.411223,0.565248,51.279070,269.000000
69,2,10.1.1.3,10.1.1.1,1379172,500752,1311,476,1.072377,19.236979,18.164602,0.220540,0.565248,51.279070,676.000000
69,3,10.1.1.2,10.1.1.3,10248,9152,251,224,1.026367,19.238393,18.212026,0.004020,0.565248,51.279070,244.000000
69,4,10.1.1.2,10.1.1.1,1008,512,22,11,1.015061,17.407990,16.392929,0.000250,0.565248,51.279070,221.000000
69,5,10.1.1.3,10.1.1.2,468,408,15,13,1.040629,18.252545,17.211916,0.000190,0.565248,51.279070,170.000000
69,6,10.1.1.1,10.1.1.2,3936,3936,82,82,4.200750,21.024234,16.823483,0.001872,0.565248,51.279070,16.000000
70,1,10.1.1.2,10.1.1.1,1400212,996244,1331,947,1.013422,16.714299,15.700877,0.507612,0.573440,72.688372,313.000000
70,2,10.1.1.3,10.1.1.1,1399160,680644,1330,647,1.065946,16.685073,15.619127,0.348621,0.573440,72.688372,687.000000
70,3,10.1.1.2,10.1.1.3,5768,4096,139,98,1.025857,16.723743,15.697887,0.002087,0.573440,72.688372,178.000000
70,4,10.1.1.2,10.1.1.1,864,720,18,15,1.022073,14.560093,13.538020,0.000425,0.573440,72.688372,182.000000
70,5,10.1.1.3,10.1.1.2,528,468,17,15,1.040868,16.673949,15.633081,0.000239,0.573440,72.688372,260.000000
70,6,10.1.1.1,10.1.1.2,1104,1104,23,23,3.725114,16.722349,12.997235,0.000680,0.573440,72.688372,33.000000
71,1,10.1.1.2,10.1.1.1,1420200,909980,1350,865,1.010273,17.304819,16.294546,0.446765,0.581632,66.562791,334.000000
71,2,10.1.1.3,10.1.1.1,1419148,370304,1349,352,1.070587,17.089601,16.019014,0.184932,0.581632,66.562791,778.000000
71,3,10.1.1.2,10.1.1.3,6208,4960,151,120,1.027767,17.306226,16.278459,0.002438,0.581632,66.562791,192.000000
71,4,10.1.1.2,10.1.1.1,1024,384,23,8,1.023223,17.104737,16.081514,0.000191,0.581632,66.562791,211.000000
71,5,10.1.1.3,10.1.1.2,390,330,13,11,1.040148,17.450914,16.410766,0.000161,0.581632,66.562791,211.000000
71,6,10.1.1.1,10.1.1.2,4080,3936,85,82,5.391479,17.314960,11.923481,0.002641,0.581632,66.562791,74.000000
72,1,10.1.1.2,10.1.1.1,1439136,993088,1368,944,1.009362,20.325044,19.315682,0.411308,0.589824,66.386047,425.000000
72,2,10.1.1.3,10.1.1.1,1439136,529156,1368,503,1.070065,20.564377,19.494312,0.217153,0.589824,66.386047,825.000000
72,3,10.1.1.2,10.1.1.3,13392,10648,328,260,1.021417,19.640792,18.619375,0.004575,0.589824,66.386047,261.000000
72,4,10.1.1.2,10.1.1.1,952,560,21,12,1.012071,19.709632,18.697561,0.000240,0.589824,66.386047,268.000000
72,5,10.1.1.3,10.1.1.2,564,534,17,16,1.039731,20.063586,19.023856,0.000225,0.589824,66.386047,191.000000
72,6,10.1.1.1,10.1.1.2,3744,3648,78,76,4.603261,18.555725,13.952463,0.002092,0.589824,66.386047,65.000000
73,1,10.1.1.2,10.1.1.1,1460176,776376,1388,738,1.016321,17.202087,16.185766,0.383733,0.598016,74.958140,404.000000
73,2,10.1.1.3,10.1.1.1,1459124,301924,1387,287,1.073225,17.221762,16.148537,0.149573,0.598016,74.958140,684.000000
73,3,10.1.1.2,10.1.1.3,13872,12752,340,313,1.031634,17.140059,16.108425,0.006333,0.598016,74.958140,238.000000
73,4,10.1.1.2,10.1.1.1,1024,464,22,10,1.030207,16.875705,15.845498,0.000234,0.598016,74.958140,180.000000
73,5,10.1.1.3,10.1.1.2,498,438,16,14,1.045735,17.341594,16.295859,0.000215,0.598016,74.958140,177.000000
73,6,10.1.1.1,10.1.1.2,4752,4608,99,96,3.919951,17.420122,13.500171,0.002731,0.598016,74.958140,43.000000
74,1,10.1.1.2,10.1.1.1,1479112,1253984,1406,1192,1.010482,20.360365,19.349883,0.518446,0.606208,55.362791,260.000000
74,2,10.1.1.3,10.1.1.1,1479112,639616,1406,608,1.077640,20.870555,19.792915,0.258523,0.606208,55.362791,739.000000
74,3,10.1.1.2,10.1.1.3,7536,5440,183,131,1.029625,19.655190,18.625565,0.002337,0.606208,55.362791,208.000000
74,4,10.1.1.2,10.1.1.1,1048,816,22,17,1.027148,19.663573,18.636425,0.000350,0.606208,55.362791,155.000000
74,5,10.1.1.3,10.1.1.2,648,558,21,18,1.050309,19.656524,18.606215,0.000240,0.606208,55.362791,208.000000
74,6,10.1.1.1,10.1.1.2,1728,1728,36,36,3.173127,16.842705,13.669578,0.001011,0.606208,55.362791,16.000000
75,1,10.1.1.2,10.1.1.1,1500152,1025700,1426,975,1.012493,20.035484,19.022991,0.431352,0.614400,52.623256,346.000000
75,2,10.1.1.3,10.1.1.1,1499100,277728,1425,264,1.071806,20.013749,18.941943,0.117297,0.614400,52.623256,767.000000
75,3,10.1.1.2,10.1.1.3,13584,9464,335,233,1.028055,20.922415,19.894359,0.003806,0.614400,52.623256,236.000000
75,4,10.1.1.2,10.1.1.1,424,280,9,6,1.021052,21.006107,19.985055,0.000112,0.614400,52.623256,215.000000
75,5,10.1.1.3,10.1.1.2,354,354,10,10,1.040377,20.676215,19.635839,0.000144,0.614400,52.623256,74.000000
75,6,10.1.1.1,10.1.1.2,8112,7920,169,165,3.809606,21.027488,17.217882,0.003680,0.614400,52.623256,40.000000
76,1,10.1.1.2,10.1.1.1,1519088,393448,1444,374,1.011262,8.259598,7.248336,0.434249,0.622592,86.902326,301.000000
76,2,10.1.1.3,10.1.1.1,1519088,177788,1444,169,1.083521,7.927536,6.844015,0.207817,0.622592,86.902326,637.000000
76,3,10.1.1.2,10.1.1.3,4864,3592,117,87,1.035219,8.242951,7.207732,0.003987,0.622592,86.902326,306.000000
76,4,10.1.1.2,10.1.1.1,976,224,21,5,1.020853,5.967510,4.946657,0.000362,0.622592,86.902326,218.000000
76,5,10.1.1.3,10.1.1.2,288,258,9,8,1.051081,8.385794,7.334714,0.000281,0.622592,86.902326,179.000000
76,6,10.1.1.1,10.1.1.2,1296,1296,27,27,3.221890,8.003927,4.782037,0.002168,0.622592,86.902326,51.000000
77,1,10.1.1.2,10.1.1.1,1539076,899460,1463,855,1.011493,19.472626,18.461134,0.389775,0.630784,76.469767,435.000000
77,2,10.1.1.3,10.1.1.1,1539076,344004,1463,327,1.300505,18.129561,16.829055,0.163529,0.630784,76.469767,872.000000
77,3,10.1.1.2,10.1.1.3,20184,17312,498,427,1.268560,18.132041,16.863481,0.008213,0.630784,76.469767,307.000000
77,4,10.1.1.2,10.1.1.1,1104,424,24,9,1.259074,17.078286,15.819212,0.000214,0.630784,76.469767,303.000000
77,5,10.1.1.3,10.1.1.2,606,606,19,19,1.275339,17.579263,16.303925,0.000297,0.630784,76.469767,252.000000
77,6,10.1.1.1,10.1.1.2,4464,4368,93,91,3.874537,19.475296,15.600758,0.002240,0.630784,76.469767,61.000000
78,1,10.1.1.2,10.1.1.1,1559064,914188,1482,869,1.015262,20.448578,19.433315,0.376338,0.638976,72.637209,512.000000
78,2,10.1.1.3,10.1.1.1,1559064,321912,1482,306,1.091735,20.594914,19.503179,0.132045,0.638976,72.637209,845.000000
78,3,10.1.1.2,10.1.1.3,26032,22104,644,546,1.035149,20.765367,19.730218,0.008962,0.638976,72.637209,235.000000
78,4,10.1.1.2,10.1.1.1,1216,328,26,7,1.023293,20.763761,19.740467,0.000133,0.638976,72.637209,276.000000
78,5,10.1.1.3,10.1.1.2,792,732,24,22,1.050331,19.468551,18.418220,0.000318,0.638976,72.637209,160.000000
78,6,10.1.1.1,10.1.1.2,4110,3870,86,81,3.517651,20.766721,17.249071,0.001795,0.638976,72.637209,50.000000
79,1,10.1.1.2,10.1.1.1,1579052,447100,1501,425,1.013402,9.341198,8.327796,0.429501,0.647168,85.353488,361.000000
79,2,10.1.1.3,10.1.1.1,1579052,215660,1501,205,1.074429,8.518741,7.444312,0.231758,0.647168,85.353488,727.000000
79,3,10.1.1.2,10.1.1.3,8152,5112,199,125,1.034249,9.335756,8.301506,0.004926,0.647168,85.353488,313.000000
79,4,10.1.1.2,10.1.1.1,712,136,15,3,1.022763,9.317594,8.294831,0.000131,0.647168,85.353488,193.000000
79,5,10.1.1.3,10.1.1.2,276,276,8,8,1.049531,7.713873,6.664342,0.000331,0.647168,85.353488,142.000000
79,6,10.1.1.1,10.1.1.2,3264,3264,68,68,3.111940,9.385576,6.273635,0.004162,0.647168,85.353488,57.000000
80,1,10.1.1.2,10.1.1.1,1599040,374512,1520,356,1.015692,9.521526,8.505834,0.352240,0.655360,89.748837,452.000000
80,2,10.1.1.3,10.1.1.1,1599040,165164,1520,157,1.071337,8.055094,6.983757,0.189198,0.655360,89.748837,746.000000
80,3,10.1.1.2,10.1.1.3,6280,4072,152,99,1.031605,9.528562,8.496957,0.003834,0.655360,89.748837,222.000000
80,4,10.1.1.2,10.1.1.1,848,144,18,3,1.030158,6.409891,5.379733,0.000214,0.655360,89.748837,226.000000
80,5,10.1.1.3,10.1.1.2,402,402,11,11,1.049309,9.427723,8.378414,0.000384,0.655360,89.748837,150.000000
80,6,10.1.1.1,10.1.1.2,2112,2112,44,44,3.045613,9.536653,6.491040,0.002603,0.655360,89.748837,3.000000
81,1,10.1.1.2,10.1.1.1,1620080,530208,1540,504,1.008282,10.554122,9.545840,0.444347,0.663552,90.516279,436.000000
81,2,10.1.1.3,10.1.1.1,1619028,265104,1539,252,1.078761,10.508210,9.429449,0.224916,0.663552,90.516279,774.000000
81,3,10.1.1.2,10.1.1.3,5056,3064,123,74,1.033679,10.555497,9.521818,0.002574,0.663552,90.516279,197.000000
81,4,10.1.1.2,10.1.1.1,432,240,9,5,1.022073,7.890782,6.868708,0.000280,0.663552,90.516279,282.000000
81,5,10.1.1.3,10.1.1.2,372,312,10,8,1.040918,10.542938,9.502020,0.000263,0.663552,90.516279,191.000000
81,6,10.1.1.1,10.1.1.2,1536,1488,32,31,4.175824,10.535988,6.360164,0.001872,0.663552,90.516279,68.000000
82,1,10.1.1.2,10.1.1.1,1639016,1336040,1558,1270,1.014353,20.828213,19.813860,0.539437,0.671744,39.706977,367.000000
82,2,10.1.1.3,10.1.1.1,1639016,337692,1558,321,1.074267,19.203799,18.129532,0.149013,0.671744,39.706977,868.000000
82,3,10.1.1.2,10.1.1.3,9336,8136,230,200,1.034779,19.340164,18.305384,0.003556,0.671744,39.706977,224.000000
